user,item
757,54
757,5
757,1
757,23
757,25
757,30
758,38
758,7
758,23
758,4
758,6
758,0
758,16
758,34
758,37
758,27
758,17
759,0
759,8
759,18
759,24
759,38
759,2
759,33
759,4
759,14
759,30
759,22
760,1
760,10
760,12
760,30
760,0
761,0
761,4
761,39
761,53
761,32
761,41
762,0
762,42
762,7
762,32
762,27
762,21
762,39
762,34
762,23
762,4
763,0
763,8
763,14
763,2
763,25
763,24
764,12
764,0
764,10
764,5
764,1
765,29
765,1
765,15
765,48
765,0
765,2
765,10
765,13
765,55
765,17
765,3
766,0
766,2
766,11
766,1
766,21
766,7
766,4
766,31
766,30
766,15
767,4
767,8
767,24
767,18
767,63
767,0
767,39
767,13
767,1
767,12
767,7
767,32
767,11
767,3
767,9
767,37
767,54
768,0
768,3
768,2
768,14
768,1
768,8
769,0
769,2
769,1
769,5
769,23
769,9
770,0
770,12
770,10
770,19
770,1
770,7
771,1
771,11
771,2
771,32
771,0
771,3
771,9
771,57
772,24
772,9
772,0
772,2
772,3
772,5
773,9
773,0
773,3
773,11
773,2
773,1
773,43
774,33
774,51
774,1
774,3
774,2
774,0
775,10
775,3
775,124
775,72
775,0
775,51
775,103
775,57
775,47
775,71
775,40
775,1
775,2
775,65
775,125
775,11
775,5
775,19
776,0
776,4
776,3
776,5
776,15
776,8
776,21
776,1
777,31
777,29
777,0
777,4
777,7
777,23
777,15
778,17
778,56
778,16
778,23
778,7
778,4
778,35
778,36
778,24
778,32
778,6
778,0
779,27
779,15
779,1
779,7
779,23
779,79
779,32
779,0
779,68
779,8
779,24
779,58
779,25
779,13
779,4
779,43
780,0
780,2
780,3
780,6
780,9
780,29
781,1
781,10
781,0
781,22
781,24
781,15
781,29
782,2
782,0
782,34
782,21
782,17
782,24
782,8
782,4
782,16
782,9
782,37
782,7
783,0
783,6
783,17
783,25
783,35
783,4
784,17
784,3
784,1
784,4
784,0
784,9
784,36
785,4
785,6
785,10
785,36
785,17
785,7
785,0
785,32
786,0
786,13
786,47
786,22
786,3
787,7
787,0
787,4
787,29
787,8
787,27
787,81
787,21
788,29
788,0
788,31
788,43
788,4
788,7
788,15
788,23
789,6
789,0
789,17
789,3
789,36
789,7
790,1
790,5
790,6
790,12
790,0
790,8
790,10
790,9
790,19
790,48
791,9
791,24
791,0
791,6
791,15
791,56
791,3
791,32
791,17
791,21
791,1
791,8
791,37
791,4
791,7
791,18
792,24
792,25
792,0
792,8
792,2
792,35
792,14
793,0
793,19
793,1
793,10
793,12
794,19
794,12
794,8
794,18
794,1
794,14
794,0
794,2
794,20
794,10
794,54
794,3
794,9
795,22
795,1
795,0
795,5
795,3
795,4
795,18
795,14
795,29
795,8
796,0
796,60
796,4
796,7
796,6
797,14
797,0
797,5
797,9
797,1
797,3
797,54
798,6
798,16
798,38
798,7
798,97
798,4
799,4
799,21
799,49
799,16
799,0
799,7
799,46
799,6
800,10
800,12
800,0
800,5
800,1
800,19
800,72
801,0
801,10
801,14
801,8
801,19
801,1
801,2
801,12
802,20
802,17
802,2
802,8
802,4
802,35
802,43
802,27
803,6
803,5
803,1
803,55
803,0
803,43
803,7
803,48
803,18
803,9
803,3
804,4
804,0
804,34
804,94
804,23
804,29
804,15
804,38
804,37
805,10
805,1
805,5
805,0
805,24
805,19
805,8
805,12
806,1
806,54
806,0
806,22
806,9
806,2
806,6
806,10
806,18
806,13
807,21
807,2
807,0
807,43
807,7
807,27
807,4
807,29
808,0
808,3
808,5
808,7
808,22
808,59
809,0
809,7
809,17
809,45
809,39
809,15
809,2
809,28
809,32
809,21
809,4
809,16
809,6
810,37
810,3
810,5
810,54
810,0
811,17
811,20
811,58
811,18
811,23
811,0
811,54
811,13
811,4
811,25
811,2
811,32
811,8
812,28
812,2
812,0
812,47
812,3
812,8
812,65
812,40
812,9
812,26
812,1
812,22
813,5
813,0
813,1
813,17
813,19
813,8
813,2
814,10
814,33
814,1
814,0
814,20
815,31
815,0
815,8
815,4
815,13
815,21
815,7
815,23
815,30
816,23
816,6
816,27
816,17
816,4
816,7
816,39
816,0
816,48
816,2
816,16
816,13
816,41
817,0
817,3
817,1
817,2
817,5
818,3
818,9
818,5
818,0
818,1
819,20
819,25
819,14
819,0
819,8
820,21
820,34
820,0
820,4
820,23
820,7
820,17
820,16
820,64
820,39
820,60
820,46
820,52
821,2
821,3
821,26
821,42
821,9
821,0
821,39
822,1
822,12
822,2
822,19
822,10
822,5
823,0
823,18
823,22
823,41
823,1
823,4
824,1
824,0
824,7
824,10
824,32
824,22
824,29
824,27
825,8
825,0
825,41
825,17
825,6
825,18
825,7
825,21
825,4
826,0
826,1
826,5
826,10
826,112
826,4
826,15
826,12
826,23
826,2
827,14
827,0
827,23
827,13
827,8
827,42
827,35
827,48
828,4
828,41
828,15
828,0
828,7
828,32
829,27
829,7
829,17
829,43
829,0
829,38
829,4
829,39
829,13
829,46
829,48
829,8
830,2
830,66
830,11
830,0
830,15
830,7
830,4
830,41
831,2
831,11
831,10
831,9
831,0
831,38
831,1
831,3
831,31
831,25
832,0
832,2
832,24
832,9
832,1
832,10
832,5
832,8
833,14
833,2
833,54
833,0
833,29
833,7
833,27
833,1
833,8
833,10
833,50
833,12
833,20
833,18
834,0
834,6
834,9
834,33
834,29
834,2
834,1
834,13
834,27
835,1
835,5
835,9
835,3
835,0
835,24
835,12
836,2
836,40
836,3
836,0
836,11
836,30
836,65
836,47
837,7
837,22
837,6
837,33
837,0
837,4
837,17
838,8
838,0
838,1
838,2
838,57
838,24
838,11
838,18
838,10
838,14
838,20
839,27
839,0
839,1
839,2
839,4
839,22
839,13
839,6
839,21
839,8
839,17
839,7
840,41
840,0
840,7
840,4
840,38
840,6
840,28
840,14
840,23
840,32
840,15
841,15
841,9
841,1
841,5
841,0
841,3
842,25
842,4
842,0
842,84
842,39
842,61
842,58
842,8
842,29
842,6
842,13
842,24
843,7
843,1
843,4
843,13
843,15
843,41
843,33
843,2
843,30
843,51
843,0
843,130
843,9
843,8
843,32
843,17
843,21
844,1
844,0
844,72
844,19
844,5
844,12
844,41
844,10
845,3
845,0
845,1
845,2
845,5
845,11
845,54
845,24
846,1
846,19
846,12
846,0
846,9
846,10
847,9
847,0
847,24
847,11
847,1
847,2
847,3
847,8
847,20
847,4
847,43
847,7
847,39
848,0
848,4
848,1
848,49
848,45
848,7
849,30
849,13
849,29
849,2
849,38
849,15
849,0
849,43
849,21
849,24
849,6
849,32
849,7
850,32
850,0
850,41
850,6
850,24
850,50
850,7
850,8
850,2
850,22
850,13
851,17
851,8
851,50
851,6
851,27
851,46
851,36
851,38
851,4
851,25
851,0
851,7
851,59
851,16
851,56
852,6
852,46
852,1
852,0
852,14
852,8
852,13
852,2
852,4
852,30
852,28
852,45
852,15
852,69
852,55
852,7
853,43
853,16
853,7
853,21
853,38
853,20
853,15
853,0
853,23
853,29
854,11
854,1
854,0
854,3
854,7
855,0
855,2
855,3
855,4
855,30
855,28
855,15
856,0
856,3
856,2
856,15
856,1
857,6
857,4
857,30
857,27
857,7
857,17
857,16
857,48
857,13
858,4
858,6
858,16
858,7
858,24
858,39
858,28
858,15
859,25
859,0
859,1
859,5
859,18
859,3
860,8
860,29
860,0
860,13
860,4
860,32
860,31
860,43
860,16
860,50
860,21
860,45
860,23
861,1
861,2
861,0
861,3
861,7
861,8
862,1
862,3
862,0
862,2
862,11
862,9
863,2
863,11
863,3
863,9
863,102
863,15
863,43
864,0
864,18
864,30
864,13
864,27
864,28
864,7
865,55
865,23
865,0
865,2
865,15
865,17
865,45
865,3
865,32
865,11
866,6
866,39
866,7
866,45
866,0
866,34
866,17
866,36
866,2
866,106
867,2
867,0
867,1
867,24
867,3
867,8
868,38
868,30
868,43
868,15
868,8
868,29
868,27
868,0
868,23
868,4
868,44
868,75
869,0
869,10
869,1
869,20
869,5
869,2
870,60
870,16
870,17
870,0
870,34
870,6
870,44
870,7
870,10
870,11
871,4
871,32
871,0
871,6
871,36
871,23
871,37
871,33
871,7
871,53
871,21
871,41
872,11
872,2
872,0
872,1
872,4
872,29
872,8
872,33
872,12
873,16
873,8
873,53
873,41
873,0
873,29
873,31
873,4
873,7
873,24
874,91
874,0
874,4
874,1
874,15
874,3
875,14
875,0
875,7
875,1
875,24
875,20
876,15
876,0
876,4
876,62
876,12
876,1
876,30
877,0
877,2
877,5
877,1
877,8
877,18
878,23
878,4
878,15
878,24
878,1
878,0
878,74
878,77
878,17
878,43
878,78
878,35
878,29
879,0
879,23
879,28
879,2
879,1
879,7
880,0
880,1
880,22
880,5
880,29
880,10
880,24
880,13
880,25
880,35
881,0
881,14
881,12
881,8
881,1
881,2
881,10
881,5
882,0
882,7
882,33
882,16
882,6
882,13
882,25
882,31
882,17
882,49
882,64
883,8
883,18
883,0
883,5
883,1
883,20
883,14
883,22
884,0
884,13
884,7
884,4
884,5
884,3
885,0
885,24
885,7
885,46
885,27
885,4
885,23
885,30
886,12
886,10
886,0
886,1
886,24
887,6
887,0
887,31
887,17
887,16
887,13
887,21
887,36
888,24
888,13
888,1
888,14
888,0
888,18
888,8
888,19
888,20
888,5
889,0
889,20
889,18
889,24
889,32
889,13
890,18
890,0
890,3
890,1
890,15
890,7
890,5
891,33
891,0
891,41
891,11
891,4
891,21
891,7
892,43
892,0
892,9
892,1
892,3
893,44
893,0
893,52
893,16
893,56
893,48
893,96
894,18
894,13
894,0
894,7
894,8
894,32
894,28
894,31
894,4
894,23
894,21
895,11
895,8
895,0
895,20
895,1
895,25
895,7
895,24
895,2
895,14
895,63
895,23
895,38
895,22
895,13
896,5
896,0
896,1
896,14
896,22
896,20
896,12
897,1
897,5
897,80
897,0
897,9
897,3
897,4
897,11
897,2
898,14
898,0
898,33
898,1
898,4
898,8
899,9
899,2
899,1
899,0
899,3
899,5
899,11
900,6
900,4
900,16
900,23
900,13
900,0
900,42
900,15
901,5
901,0
901,1
901,6
901,15
902,24
902,0
902,28
902,20
902,15
902,39
902,4
903,0
903,4
903,84
903,9
903,29
903,49
903,2
903,3
903,38
903,1
903,45
903,6
903,23
904,15
904,0
904,45
904,5
904,1
904,19
904,10
904,12
905,3
905,0
905,2
905,11
905,30
906,0
906,2
906,38
906,4
906,7
907,1
907,20
907,11
907,24
907,18
907,8
907,3
907,0
907,14
907,13
907,10
908,4
908,16
908,7
908,2
908,0
908,21
909,4
909,6
909,34
909,7
909,39
909,10
909,16
910,62
910,0
910,2
910,55
910,6
910,3
910,18
910,4
910,1
910,15
911,0
911,29
911,55
911,7
911,27
911,8
911,37
911,38
911,23
911,32
911,34
911,1
912,11
912,0
912,9
912,67
912,2
912,31
912,3
912,7
912,16
912,23
913,4
913,16
913,39
913,7
913,36
913,8
913,6
913,2
913,21
913,91
914,28
914,0
914,21
914,4
914,7
914,49
914,34
915,30
915,34
915,37
915,7
915,29
915,4
915,6
915,27
915,46
915,21
915,16
915,63
915,0
915,23
915,43
915,64
915,28
916,1
916,0
916,10
916,12
916,19
916,24
917,0
917,6
917,13
917,1
917,8
917,18
917,23
917,20
917,2
917,24
917,46
917,62
917,55
918,8
918,0
918,3
918,2
918,1
918,4
918,47
919,10
919,12
919,3
919,11
919,1
919,5
919,19
919,2
919,47
920,38
920,6
920,8
920,0
920,23
920,3
920,4
921,27
921,0
921,31
921,21
921,16
921,7
921,24
921,4
922,1
922,0
922,15
922,10
922,48
922,17
922,29
922,13
923,2
923,3
923,0
923,51
923,1
923,18
924,19
924,2
924,5
924,1
924,4
924,0
924,13
924,36
924,8
924,10
925,1
925,18
925,14
925,2
925,0
925,3
925,11
925,8
925,20
925,9
925,10
925,5
926,43
926,4
926,32
926,27
926,0
926,66
926,42
926,7
926,23
926,29
926,6
926,16
927,0
927,1
927,29
927,15
927,17
927,32
927,10
927,48
928,6
928,4
928,33
928,7
928,0
928,31
928,17
928,70
929,0
929,1
929,10
929,8
929,5
929,12
929,19
930,3
930,31
930,0
930,2
930,4
931,137
931,46
931,36
931,0
931,1
931,10
931,52
932,6
932,0
932,1
932,24
932,18
932,27
932,7
932,9
932,2
933,0
933,3
933,5
933,14
933,9
933,15
934,3
934,0
934,2
934,11
934,57
934,65
934,9
934,1
935,1
935,20
935,10
935,18
935,0
935,11
935,24
935,13
935,14
935,2
935,12
936,7
936,39
936,4
936,44
936,21
936,0
936,23
937,17
937,33
937,0
937,4
937,6
937,7
937,24
937,15
937,36
937,27
938,27
938,24
938,33
938,7
938,4
938,0
938,31
938,9
938,17
938,23
938,30
938,49
938,3
938,78
938,16
938,21
938,6
939,30
939,4
939,7
939,6
939,16
939,0
939,17
939,28
939,45
940,8
940,105
940,38
940,102
940,0
940,13
940,4
940,2
940,23
940,1
940,15
940,70
940,86
940,25
940,20
940,24
941,3
941,8
941,0
941,11
941,2
941,1
941,40
941,26
941,49
941,9
942,4
942,6
942,16
942,0
942,24
942,8
942,7
942,32
942,23
943,2
943,1
943,0
943,15
943,14
943,23
944,0
944,10
944,12
944,1
944,15
944,19
945,1
945,0
945,45
945,10
945,29
945,15
946,16
946,0
946,77
946,36
946,19
946,28
946,4
946,1
946,10
946,76
946,2
946,12
947,23
947,0
947,6
947,4
947,16
947,15
947,17
948,0
948,32
948,4
948,6
948,28
948,41
948,38
949,3
949,5
949,1
949,9
949,0
949,13
949,40
950,27
950,0
950,7
950,28
950,30
950,2
950,33
950,39
950,32
950,1
951,0
951,58
951,8
951,24
951,23
951,43
951,13
951,27
951,15
951,32
951,68
951,1
951,79
951,7
952,1
952,0
952,2
952,12
952,10
953,3
953,11
953,5
953,9
953,0
953,2
953,40
953,22
954,24
954,8
954,14
954,2
954,13
954,20
954,10
954,0
955,5
955,19
955,0
955,24
955,62
955,1
956,17
956,53
956,41
956,0
956,32
957,3
957,0
957,2
957,49
957,11
957,9
957,23
957,8
957,1
958,44
958,4
958,0
958,7
958,34
959,104
959,4
959,39
959,49
959,20
959,16
959,56
959,41
959,0
959,27
959,15
959,32
959,79
959,36
959,23
959,1
959,88
960,0
960,1
960,23
960,10
960,12
960,18
960,13
961,7
961,4
961,39
961,36
961,29
961,16
961,6
961,14
961,0
961,2
961,13
962,8
962,0
962,14
962,43
962,18
962,1
962,24
962,10
962,20
962,13
962,19
963,48
963,43
963,67
963,0
963,35
963,16
964,7
964,15
964,31
964,18
964,41
964,0
964,23
964,39
965,9
965,18
965,1
965,3
965,0
966,5
966,0
966,1
966,2
966,10
967,0
967,18
967,14
967,1
967,17
968,1
968,0
968,28
968,2
968,14
968,15
968,23
969,3
969,42
969,6
969,70
969,33
969,4
969,2
969,7
969,26
969,0
969,23
969,45
969,76
969,15
969,29
969,11
970,1
970,9
970,0
970,8
970,4
970,3
970,88
970,5
971,4
971,0
971,6
971,16
971,17
972,100
972,0
972,1
972,27
972,2
972,17
972,42
972,13
972,29
972,3
972,11
972,23
972,12
972,78
972,68
972,44
973,20
973,7
973,4
973,23
973,1
973,2
973,18
973,0
973,33
973,24
973,9
973,14
973,55
973,45
973,8
974,1
974,14
974,8
974,18
974,0
974,12
974,10
974,9
974,3
974,2
974,54
974,26
974,20
975,8
975,6
975,35
975,4
975,15
975,7
975,0
975,1
975,23
976,37
976,52
976,0
976,4
976,34
976,21
976,24
977,1
977,3
977,0
977,4
977,16
977,23
978,26
978,3
978,0
978,9
978,2
978,11
979,0
979,84
979,3
979,23
979,1
979,33
979,5
979,75
980,0
980,2
980,20
980,24
980,3
980,8
980,15
980,45
981,33
981,0
981,42
981,37
981,44
981,4
981,97
981,30
981,17
981,6
982,14
982,0
982,41
982,8
982,24
982,45
982,38
982,7
982,33
983,38
983,39
983,7
983,17
983,16
983,0
983,37
984,0
984,22
984,24
984,2
984,1
984,3
984,14
984,26
985,4
985,10
985,9
985,41
985,0
985,6
985,12
985,16
985,7
986,0
986,11
986,2
986,47
986,1
986,3
986,5
986,14
986,26
987,82
987,0
987,15
987,78
987,7
987,4
987,18
987,27
987,74
987,1
988,39
988,7
988,6
988,29
988,0
988,23
988,21
988,4
989,1
989,29
989,0
989,10
989,18
989,13
989,6
989,11
989,43
989,15
990,3
990,24
990,26
990,47
990,1
990,11
990,2
990,0
990,9
990,14
990,18
990,20
991,16
991,6
991,13
991,21
991,27
991,8
991,29
991,4
991,28
991,0
991,61
992,1
992,22
992,0
992,5
992,8
993,0
993,6
993,99
993,2
993,7
993,30
993,4
993,81
993,70
993,118
993,29
993,63
994,13
994,0
994,37
994,16
994,31
994,7
994,56
994,4
995,0
995,7
995,4
995,17
995,16
995,6
995,49
995,28
995,35
996,5
996,0
996,7
996,17
996,33
996,30
996,4
997,11
997,1
997,2
997,3
997,9
997,0
998,26
998,1
998,41
998,0
998,9
998,3
998,11
998,2
999,39
999,10
999,16
999,23
999,27
999,46
999,35
999,36
999,29
999,0
999,17
999,56
999,7
999,38
1000,0
1000,2
1000,11
1000,7
1000,23
1001,0
1001,2
1001,18
1001,25
1001,23
1001,13
1001,38
1001,24
1001,8
1001,42
1002,21
1002,31
1002,27
1002,28
1002,29
1002,4
1002,23
1002,53
1002,105
1002,116
1002,0
1002,8
1002,60
1002,16
1002,49
1002,7
1002,34
1002,6
1002,13
1002,1
1003,0
1003,50
1003,5
1003,8
1003,1
1003,45
1003,18
1004,4
1004,32
1004,0
1004,6
1004,15
1005,15
1005,4
1005,107
1005,39
1005,29
1005,16
1005,41
1005,7
1005,36
1005,45
1005,23
1005,28
1005,24
1005,0
1005,79
1005,1
1006,0
1006,19
1006,10
1006,1
1006,12
1006,2
1006,5
1007,6
1007,7
1007,15
1007,16
1007,4
1007,0
1007,58
1007,1
1007,54
1007,23
1007,29
1007,32
1007,25
1008,4
1008,55
1008,32
1008,6
1008,50
1008,37
1008,0
1008,23
1008,78
1008,12
1008,1
1008,15
1008,44
1008,70
1008,36
1008,68
1008,21
1008,29
1008,17
1008,100
1008,16
1008,42
1008,8
1008,27
1009,34
1009,21
1009,7
1009,0
1009,16
1009,1
1009,4
1010,8
1010,4
1010,17
1010,23
1010,15
1010,0
1010,1
1010,45
1010,38
1011,16
1011,7
1011,32
1011,6
1011,4
1011,0
1011,35
1011,17
1011,48
1011,36
1011,39
1012,4
1012,42
1012,7
1012,8
1012,0
1012,52
1012,37
1012,58
1012,34
1012,23
1013,1
1013,3
1013,9
1013,15
1013,6
1013,0
1013,24
1013,98
1014,73
1014,36
1014,0
1014,1
1014,44
1014,22
1014,24
1014,4
1014,3
1014,6
1014,54
1014,17
1014,7
1015,39
1015,31
1015,17
1015,16
1015,56
1015,48
1016,13
1016,25
1016,2
1016,4
1016,46
1016,45
1016,3
1017,30
1017,59
1017,35
1017,21
1017,7
1017,28
1017,0
1017,27
1017,11
1017,2
1017,43
1017,41
1017,4
1017,23
1017,8
1017,17
1018,16
1018,4
1018,7
1018,0
1018,21
1018,6
1019,3
1019,9
1019,5
1019,1
1019,0
1019,14
1019,11
1019,10
1020,0
1020,13
1020,15
1020,8
1020,38
1020,20
1021,48
1021,0
1021,8
1021,41
1021,31
1021,14
1021,2
1021,6
1021,18
1021,47
1021,1
1022,46
1022,34
1022,6
1022,0
1022,21
1022,4
1022,52
1022,7
1023,9
1023,0
1023,47
1023,3
1023,26
1023,2
1023,20
1023,14
1023,18
1023,11
1023,1
1024,16
1024,4
1024,7
1024,0
1024,23
1024,32
1025,6
1025,27
1025,0
1025,56
1025,37
1025,34
1025,17
1026,8
1026,48
1026,1
1026,13
1026,16
1027,0
1027,7
1027,2
1027,6
1027,1
1027,27
1027,17
1027,38
1027,4
1027,35
1028,0
1028,4
1028,8
1028,39
1028,7
1028,21
1028,6
1028,16
1028,31
1029,3
1029,9
1029,2
1029,0
1029,11
1029,1
1030,1
1030,0
1030,10
1030,18
1030,5
1030,19
1030,56
1030,14
1030,12
1030,7
1031,0
1031,1
1031,22
1031,3
1031,18
1032,0
1032,1
1032,10
1032,18
1032,5
1033,2
1033,14
1033,18
1033,1
1033,8
1033,20
1033,13
1033,5
1033,0
1034,21
1034,4
1034,30
1034,0
1034,3
1034,29
1034,15
1034,7
1034,1
1035,0
1035,2
1035,33
1035,3
1035,38
1035,5
1036,0
1036,15
1036,18
1036,50
1036,20
1036,8
1036,23
1036,17
1037,30
1037,29
1037,0
1037,13
1037,9
1037,2
1037,25
1037,23
1037,7
1037,44
1037,6
1037,4
1037,16
1037,38
1038,3
1038,7
1038,5
1038,22
1038,1
1038,17
1038,31
1038,11
1038,0
1039,48
1039,0
1039,13
1039,27
1039,3
1039,38
1039,24
1039,49
1039,2
1039,22
1040,39
1040,7
1040,4
1040,32
1040,58
1040,0
1041,11
1041,0
1041,15
1041,2
1041,4
1042,0
1042,11
1042,10
1042,1
1042,8
1042,2
1042,25
1043,17
1043,0
1043,11
1043,2
1043,45
1043,15
1043,3
1043,32
1043,23
1044,9
1044,5
1044,0
1044,1
1044,20
1044,2
1044,22
1045,1
1045,0
1045,45
1045,23
1045,31
1046,0
1046,31
1046,8
1046,4
1046,13
1047,10
1047,1
1047,0
1047,15
1047,13
1047,5
1048,21
1048,64
1048,3
1048,2
1048,17
1048,0
1048,1
1048,7
1048,8
1048,29
1048,27
1048,6
1048,28
1049,0
1049,1
1049,12
1049,2
1049,5
1049,10
1049,3
1050,0
1050,34
1050,4
1050,15
1050,7
1050,56
1050,6
1050,23
1050,1
1050,77
1050,59
1050,16
1051,16
1051,7
1051,56
1051,32
1051,0
1051,8
1051,1
1051,4
1051,2
1052,0
1052,12
1052,1
1052,6
1052,10
1052,19
1052,4
1053,5
1053,31
1053,0
1053,98
1053,1
1053,23
1053,3
1053,66
1054,0
1054,68
1054,9
1054,24
1054,3
1054,15
1054,5
1054,11
1055,11
1055,12
1055,1
1055,10
1055,19
1056,8
1056,7
1056,23
1056,4
1056,58
1056,3
1056,21
1056,1
1056,2
1056,41
1056,30
1057,1
1057,2
1057,0
1057,3
1057,29
1057,38
1057,23
1058,1
1058,14
1058,10
1058,18
1058,2
1058,20
1058,34
1058,0
1058,8
1058,13
1058,11
1059,0
1059,24
1059,55
1059,28
1059,8
1059,62
1059,45
1060,12
1060,1
1060,5
1060,0
1060,19
1060,10
1060,72
1061,35
1061,4
1061,21
1061,17
1061,0
1061,41
1062,9
1062,0
1062,3
1062,22
1062,1
1062,79
1062,2
1063,9
1063,0
1063,3
1063,5
1063,1
1063,17
1063,4
1063,8
1063,24
1063,11
1063,35
1064,3
1064,5
1064,0
1064,17
1064,9
1065,11
1065,5
1065,4
1065,1
1065,3
1065,0
1065,12
1065,9
1065,2
1066,0
1066,13
1066,14
1066,22
1066,25
1067,0
1067,3
1067,2
1067,22
1067,24
1067,26
1067,11
1067,40
1068,0
1068,1
1068,2
1068,10
1068,15
1069,9
1069,0
1069,3
1069,2
1069,14
1069,18
1069,8
1070,1
1070,3
1070,17
1070,6
1070,9
1070,7
1070,0
1070,39
1070,16
1070,4
1071,1
1071,0
1071,4
1071,15
1071,5
1071,16
1071,55
1071,32
1072,49
1072,4
1072,38
1072,28
1072,21
1072,16
1072,35
1072,27
1072,43
1072,0
1073,47
1073,2
1073,11
1073,3
1073,0
1074,7
1074,28
1074,23
1074,1
1074,0
1074,4
1074,6
1074,32
1074,16
1074,21
1074,41
1074,8
1074,24
1075,2
1075,1
1075,26
1075,0
1075,22
1075,5
1076,0
1076,5
1076,1
1076,24
1076,8
1076,3
1076,18
1077,48
1077,0
1077,4
1077,43
1077,6
1077,8
1077,45
1078,8
1078,0
1078,10
1078,9
1078,12
1079,4
1079,0
1079,5
1079,6
1079,7
1080,4
1080,33
1080,8
1080,2
1080,21
1080,23
1080,7
1080,3
1080,0
1081,13
1081,0
1081,30
1081,45
1081,23
1082,7
1082,6
1082,16
1082,4
1082,17
1082,0
1082,27
1082,114
1082,49
1082,29
1083,0
1083,2
1083,43
1083,18
1083,30
1083,8
1083,23
1083,13
1083,11
1083,12
1083,4
1084,41
1084,4
1084,15
1084,0
1084,42
1084,34
1084,32
1084,7
1084,21
1084,6
1084,48
1084,1
1084,51
1085,5
1085,0
1085,3
1085,22
1085,8
1085,2
1085,1
1085,17
1086,3
1086,4
1086,18
1086,28
1086,29
1086,8
1086,31
1087,1
1087,0
1087,32
1087,98
1087,4
1088,51
1088,17
1088,15
1088,13
1088,24
1088,32
1088,33
1088,21
1088,41
1088,7
1088,0
1088,1
1088,130
1089,0
1089,21
1089,7
1089,122
1089,33
1090,11
1090,33
1090,4
1090,2
1090,0
1091,7
1091,0
1091,29
1091,98
1091,118
1091,23
1092,4
1092,7
1092,0
1092,6
1092,63
1092,32
1092,9
1092,87
1092,1
1093,16
1093,23
1093,38
1093,17
1093,30
1093,4
1093,8
1093,42
1093,0
1094,0
1094,1
1094,24
1094,2
1094,12
1094,20
1094,14
1094,10
1094,8
1094,25
1094,7
1095,0
1095,1
1095,19
1095,12
1095,8
1095,14
1095,10
1096,12
1096,0
1096,31
1096,1
1096,10
1096,19
1096,2
1097,0
1097,6
1097,15
1097,39
1097,4
1097,8
1097,7
1098,3
1098,0
1098,2
1098,20
1098,1
1099,16
1099,7
1099,17
1099,0
1099,28
1099,6
1099,37
1099,4
1099,29
1100,33
1100,49
1100,29
1100,0
1100,53
1101,0
1101,2
1101,8
1101,1
1101,20
1102,8
1102,41
1102,4
1102,0
1102,21
1103,35
1103,28
1103,16
1103,43
1103,80
1103,0
1103,4
1103,27
1103,17
1103,41
1103,42
1103,21
1103,7
1103,29
1104,3
1104,1
1104,9
1104,0
1104,2
1104,29
1105,0
1105,56
1105,88
1105,24
1105,16
1105,23
1106,7
1106,0
1106,14
1106,31
1106,29
1106,24
1107,3
1107,1
1107,5
1107,9
1107,20
1107,11
1107,0
1107,14
1107,2
1107,10
1108,1
1108,0
1108,33
1108,3
1108,5
1108,22
1108,18
1108,24
1108,20
1109,8
1109,10
1109,24
1109,30
1109,0
1109,1
1109,2
1109,20
1109,23
1109,18
1109,29
1110,0
1110,6
1110,4
1110,15
1110,58
1110,56
1110,37
1110,29
1110,34
1111,23
1111,0
1111,34
1111,2
1111,1
1111,28
1111,5
1111,3
1111,37
1111,29
1111,31
1111,8
1111,7
1112,4
1112,7
1112,6
1112,16
1112,39
1112,38
1113,0
1113,20
1113,24
1113,22
1113,25
1114,4
1114,34
1114,0
1114,44
1114,37
1114,69
1115,13
1115,9
1115,41
1115,25
1115,27
1115,0
1115,8
1115,10
1115,29
1115,12
1115,4
1115,34
1115,7
1115,58
1115,2
1115,16
1116,0
1116,5
1116,6
1116,18
1116,2
1116,1
1116,8
1116,14
1116,20
1116,10
1116,42
1116,24
1116,7
1116,9
1117,0
1117,3
1117,20
1117,2
1117,8
1117,22
1117,13
1117,11
1117,1
1118,17
1118,0
1118,36
1118,1
1118,2
1119,1
1119,16
1119,7
1119,0
1119,6
1119,11
1119,17
1119,50
1119,4
1119,39
1119,35
1119,48
1120,0
1120,57
1120,2
1120,3
1120,8
1120,11
1120,4
1120,24
1120,9
1120,40
1120,1
1121,16
1121,0
1121,4
1121,7
1121,35
1121,33
1122,60
1122,2
1122,4
1122,7
1122,23
1122,47
1122,0
1122,134
1122,11
1123,9
1123,2
1123,3
1123,11
1123,40
1123,71
1123,47
1124,0
1124,3
1124,30
1124,9
1124,1
1124,4
1124,2
1125,8
1125,6
1125,17
1125,50
1125,3
1125,33
1125,29
1125,4
1125,16
1125,15
1125,7
1125,42
1125,39
1125,9
1125,109
1126,1
1126,19
1126,0
1126,13
1126,8
1126,2
1127,0
1127,6
1127,41
1127,15
1127,32
1128,5
1128,2
1128,3
1128,11
1128,9
1128,26
1128,0
1129,23
1129,32
1129,38
1129,1
1129,10
1129,6
1130,11
1130,2
1130,26
1130,3
1130,0
1131,5
1131,0
1131,18
1131,13
1131,8
1132,71
1132,40
1132,2
1132,9
1132,11
1132,3
1133,0
1133,10
1133,1
1133,12
1133,14
1133,19
1134,1
1134,15
1134,0
1134,10
1134,19
